종목,시세,등락률,시가총액(억),거래량(백만)
KODEX 혁신기술테마액티브,"11,345",-0.83,102,666
KODEX KTOP30,"16,965",-0.96,102,338
QV S&P500 버퍼10% 6월 ETN(H),"10,165",0,102,-
KODEX 미국스마트모빌리티S&P,"6,350",-0.47,102,"7,208"
메리츠 인버스 구리 선물 ETN(H),"10,160",0,102,-
QV US 500 월간레버리지 ETN(H),"20,305",0,102,-
삼성 인버스 금 선물 ETN(H),"10,135",0.8,101,1
신한 인버스 Russell 2000 ETN,"10,105",2.12,101,166
HANARO 탄소효율그린뉴딜,"7,770",-1.4,101,497
메리츠 인버스 3X 국채5년 ETN,"20,190",0,101,-
SOL 24-06 국고채액티브,"100,725",-0.06,101,2
대신 알루미늄 선물 ETN(H),"10,040",-2.57,100,178
QV S&P500 버퍼10% 12월 ETN(H),"10,020",0,100,-
KTOP 코스피50,"22,265",-1.31,100,125
메리츠 3X 레버리지 국채3년 ETN,"20,035",-0.27,100,252
메리츠 인버스 3X 국채3년 ETN,"20,035",0,100,-
한국ANKOR유전,143,-1.38,100,"1,019,000"
QV iSelect-WG 그린에너지 ESG ETN,"10,000",0,100,-
TIGER 코스닥150바이오테크,"6,935",-1.42,100,"32,329"
SOL 차이나태양광CSI(합성),"8,295",-0.6,100,"4,202"
메리츠 금 선물 ETN(H),"9,945",0,99,-
KODEX TDF2030액티브,"10,450",0.14,99,955
하나 iSelect-WG 탄소중립 ESG ETN,"9,910",-1.74,99,1
미래에셋 인도네시아 Top5 ETN,"9,910",0.3,99,"9,288"
삼성 금 선물 ETN(H),"9,885",-0.8,99,62
메리츠 인버스 3X 국채30년 ETN,"49,335",1.64,99,676
메리츠 3X 레버리지 국채5년 ETN,"19,710",-0.9,99,37
KBSTAR KRX300,"15,070",-1.02,98,24
TIGER 한중전기차(합성),"10,305",-0.19,98,"2,050"
TRUE 레버리지 베트남 VN30 선물 ETN(H),"9,770",-3.98,98,"29,997"
KODEX 일본TOPIX100,"16,270",0.56,98,175
QV S&P500 버퍼10% 3월 ETN(H),"9,755",0,98,-
메리츠 인버스 2X 국채3년 ETN,"9,750",0,98,-
메리츠 인버스 국채5년 ETN,"9,740",0,97,-
KB 인버스 2X 금 선물 ETN(H),"19,420",1.7,97,142
미래에셋 인버스 에너지화학 Core5 ETN,"4,855",2.43,97,25
KOSEF 200선물인버스2X,"2,995",2.74,97,"227,842"
SOL 차이나육성산업액티브(합성),"7,450",-0.6,97,"1,928"
에셋플러스 글로벌대장장이액티브,"10,260",-1.35,96,"2,302"
미래에셋 인도네시아 금속&에너지 Top5 ETN,"9,640",0.73,96,"51,316"
KB 인버스 2X 구리 선물 ETN(H),"19,250",4.76,96,393
메리츠 3X 레버리지 국채10년 ETN,"19,180",-1.54,96,240
KOSEF 미국달러선물인버스,"9,000",-1.26,95,"2,897"
KODEX 미국S&P바이오(합성),"23,455",-0.49,95,291
ACE 원자력테마딥서치,"10,560",-0.98,95,"3,483"
TRUE 블룸버그 인도네시아 대표원자재 ETN,"9,450",1.89,95,151
KB 레버리지 금 선물 ETN(H),"18,870",0,94,-
삼성 인버스 China A50 선물 ETN(H),"9,425",-0.26,94,6
일양약품우,"21,150",-0.24,94,52
메리츠 구리 선물 ETN(H),"9,405",0,94,-
하나 인버스 2X 콩 선물 ETN(H),"9,375",2.07,94,"2,262"
메리츠 인버스 2X 국채5년 ETN,"9,370",0,94,-
삼성 인버스 2X 금 선물 ETN(H),"9,350",1.91,94,"22,656"
마이다스 KoreaStock액티브,"17,795",-2.14,93,10
KODEX Fn웹툰&드라마,"5,480",-0.81,93,"13,087"
ACE 엔비디아채권혼합블룸버그,"11,615",0.69,93,"10,842"
성신양회우,"12,630",-3,93,"12,740"
ACE 글로벌브랜드TOP10블룸버그,"10,900",0.05,93,"87,517"
태영건설우,"7,110",0,93,"1,246"
삼성 구리 선물 ETN(H),"9,150",-2.19,92,21
삼성 FnGuide 웹 3.0 ETN,"9,125",-2.51,91,7
TIGER 미국나스닥넥스트100,"10,720",-0.05,91,17
크라운제과우,"11,740",-0.51,91,"1,492"
KODEX MSCI Korea,"15,130",-1.14,91,16
TIGER 미국S&P500선물인버스(H),"4,035",0.88,91,"11,254"
ARIRANG 미국S&P500,"10,000",0.3,90,358
삼성 S&P500 VIX S/T 선물 ETN(H) C,"4,500",3.09,90,"27,634"
TRUE 블룸버그 WTI원유 선물 ETN,"8,965",2.63,90,2
삼성 블룸버그 WTI원유 선물 ETN,"8,955",2.17,90,2
KOSEF KRX100,"4,965",-1.39,89,"1,155"
ACE 미국달러단기채권액티브,"9,900",1.33,89,"34,967"
ACE 미국IT인터넷S&P(합성 H),"11,100",-1.94,89,"2,404"
WOORI AI ESG액티브,"8,060",-1.29,89,479
덕성우,"6,360",-1.24,89,"5,115"
KB FnGuide 언택트 ETN,"8,850",-2.48,89,2
ARIRANG 우량회사채50 1년,"110,570",-0.05,88,111
ARIRANG KRX300,"14,720",-1.24,88,120
TRUE 은 선물 ETN,"8,810",-1.51,88,1
TREX 펀더멘탈 200,"35,185",0,88,-
KODEX 콩선물(H),"14,645",-1.28,88,142
코리아써키트2우B,"11,170",-7.15,88,"48,537"
남선알미우,"28,400",-0.7,87,"1,345"
TIGER 한중반도체(합성),"10,235",-1.44,87,15
삼성 KRX 리츠 TOP10 월배당 ETN,"8,685",-0.86,87,60
ACE 코스피,"24,785",-1.41,87,65
메리츠 레버리지 국채10년 ETN,"8,635",-0.69,86,25
ACE 중장기국공채액티브,"96,920",-0.19,86,9
TIMEFOLIO 미국나스닥100액티브,"9,780",-0.25,86,"24,993"
KOSEF Fn중소형,"20,485",-1.09,86,"3,512"
메리츠 CSI 300 ETN,"8,575",0,86,-
삼성 나스닥 100 ETN(H),"8,570",-0.98,86,"2,268"
ACE 싱가포르리츠,"12,240",-0.65,86,86
TRUE 플래티넘 선물 ETN,"8,560",-3,86,5
TIMEFOLIO 미국S&P500액티브,"9,920",-0.05,85,107
메리츠 은 선물 ETN(H),"8,525",0,85,-
KBSTAR 미국빅데이터Top3채권혼합iSelect,"10,655",-0.33,85,"2,005"
TIGER S&P글로벌인프라(합성),"12,155",0.54,85,"7,668"
신한 인버스 달러인덱스 선물 ETN(H),"8,495",-0.59,85,46
메리츠 미국채30년 ETN(H),"8,475",-1.11,85,"4,160"
대신 천연가스 선물 ETN(H),"8,435",5.04,84,"30,382"
KODEX 한중전기차(합성),"10,510",-0.99,84,"1,028"
KB 인버스 KOSPI 200 선물 ETN,"12,005",1.14,84,"2,964"
ARIRANG 국채선물10년,"51,095",-0.16,84,13
삼성 KRX 2차전지 K-뉴딜 ETN,"8,375",-0.77,84,189
FOCUS 혁신기업액티브,"7,575",-1.05,83,4
대상홀딩스우,"9,110",-0.11,83,467
KB 인버스 2X KOSPI 200 선물 ETN,"16,510",2.96,83,"3,127"
KOSEF 미국S&P500(H),"10,310",-0.82,82,53
삼성 코스피 양매도 5% OTM ETN,"8,245",0,82,-
대신 2X 알루미늄 선물 ETN(H),"8,230",-5.4,82,"2,365"
삼성 은 선물 ETN(H),"8,200",-3.64,82,36
KODEX Fn멀티팩터,"11,660",-1.27,82,11
TIGER 우선주,"11,010",-1.34,81,"1,175"
에셋플러스 글로벌영에이지액티브,"10,145",-2.59,81,"1,121"
SOL KEDI메가테크액티브,"11,575",0.3,81,"2,672"
KBSTAR KRX300레버리지,"11,490",-3,80,286
TREX 200,"32,360",-1.39,81,"9,373"
신한 인버스 다우존스지수 선물 ETN(H),"4,045",0.87,81,"6,443"
HANARO 글로벌워터MSCI(합성),"10,100",0,81,-
KBSTAR 글로벌수소경제Indxx,"9,495",-0.99,81,462
KBSTAR KQ고배당,"12,385",-1,81,513
KOSEF 차이나A50커넥트레버리지MSCI(합성H),"10,720",-1.38,80,110
SOL 미국TOP5채권혼합40 Solactive,"10,050",-0.3,80,"1,641"
KOSEF 블루칩,"8,025",-1.29,80,573
ACE 삼성그룹동일가중,"15,985",-0.78,80,"1,275"
하나 코스닥150 선물 ETN,"7,990",-1.78,80,2
HANARO KRX300,"14,435",-1.43,79,32
KOSEF 미국방어배당성장나스닥,"13,170",0.92,79,340
TIGER 이머징마켓MSCI레버리지(합성 H),"6,930",-3.88,79,964
KBSTAR 삼성그룹Top3채권혼합블룸버그,"9,855",-0.71,79,"6,037"
HANARO Fn K-반도체,"7,805",-1.2,78,"2,283"
ACE 미국S&P500채권혼합액티브,"9,750",0.83,78,"3,884"
KB 인버스 KOSDAQ150 선물 ETN,"11,110",1.05,78,479
ACE 중국본토CSI300레버리지(합성),"3,700",1.37,78,"5,511"
HANARO Fn K-메타버스MZ,"7,395",-0.94,78,"3,149"
삼성 알루미늄 선물 ETN,"7,760",0,78,-
동원시스템즈우,"29,300",0,77,115
SOL 한국형글로벌반도체액티브,"9,915",-0.75,77,"3,861"
히어로즈 TDF2040액티브,"10,305",0.1,77,"1,005"
ACE 미국나스닥100채권혼합액티브,"9,650",0.47,77,"1,662"
히어로즈 TDF2050액티브,"10,285",0.19,77,202
KODEX 밸류Plus,"8,545",-0.35,77,1
TRUE 코스닥 150 ETN,"7,685",-1.85,77,2
히어로즈 TDF2030액티브,"10,170",0.25,76,"1,006"
KOSEF 200선물레버리지,"13,130",-3.06,76,"8,674"
KOSEF 코스피100,"23,800",-1.61,76,"1,090"
TRUE 인버스 2X HSCEI ETN(H),"7,600",2.49,76,"24,104"
메리츠 국채30년 ETN,"7,570",-0.79,76,121
HANARO KAP초장기국고채,"37,475",-1.19,76,"1,361"
ACE 레버리지,"5,820",-3,76,"15,326"
ACE 밸류대형,"8,390",-1.06,76,22
KODEX MSCI밸류,"10,725",-1.29,75,1
ARIRANG Apple채권혼합Fn,"9,960",-0.1,75,"1,935"
신한 인버스 2X Russell 2000 ETN,"7,430",2.7,74,"9,076"
ARIRANG 고배당저변동50,"11,420",-0.91,74,"1,049"
KB 레버리지 구리 선물 ETN(H),"14,815",-5.64,74,183
VITA 밸류알파액티브,"9,855",-0.55,74,164
KOSEF 독일DAX,"9,825",-1.21,74,39
KODEX TDF2040액티브,"10,525",0,74,95
KOSEF SK그룹대표주,"9,820",-1.9,74,380
KB 레버리지 KRX 리츠 TOP 10 ETN,"7,365",0,74,-
ACE 스마트밸류,"12,265",-1.25,74,10
TRUE 베트남 VN30 선물 ETN(H),"7,350",-2.33,74,43
TIMEFOLIO K컬처액티브,"7,320",-0.27,73,"2,065"
마이다스 KoreaStock중소형액티브,"19,500",-1.59,73,7
TIGER 금은선물(H),"9,110",-1.03,73,"1,015"
KBSTAR 주식혼합,"36,380",-1.21,73,33
KOSEF 차이나A50커넥트MSCI,"9,700",0,73,-
KODEX 한중반도체(합성),"10,360",-1.33,73,12
마이다스 200커버드콜5%OTM,"12,075",-1.87,72,27
ACE 중국과창판STAR50,"7,210",-0.35,72,"1,416"
ARIRANG KS밸류가중TR,"14,415",-1.33,72,"9,753"
TIGER KTOP30,"8,465",-1.4,72,"1,089"
UNICORN R&D 액티브,"10,265",-1.53,72,11
ARIRANG KS로우사이즈가중TR,"14,370",-0.86,72,"9,409"
KODEX 미국채울트라30년선물인버스(H),"10,265",1.13,72,"2,506"
KBSTAR 글로벌농업경제MV,"10,260",-0.29,72,"3,393"
KODEX TSE일본리츠(H),"11,940",-0.25,72,150
TIGER 코스피중형주,"14,305",0,72,-
HANARO Fn K-푸드,"9,530",-0.68,71,419
TIGER MSCI KOREA ESG유니버설,"9,525",-1.4,71,2
TIGER 의료기기,"14,285",0.21,71,"1,797"
SOL 한국형글로벌전기차&2차전지액티브,"9,645",-0.46,71,"2,424"
대신 S&P WTI원유 선물 ETN,"7,135",1.21,71,2
WOORI 200,"31,710",-1.21,71,65
KBSTAR KRX300미국달러선물혼합,"14,260",-0.18,71,8
신한 인버스 2X 10년 국채선물 ETN,"10,185",0,71,-
미래에셋 천연가스 선물 ETN(H),"3,555",5.02,71,"263,653"
QV US 500 ETN(H),"10,135",0,71,-
동부건설우,"31,400",-0.48,71,"1,516"
ACE 스마트퀄리티,"14,165",-1.39,71,10
TIGER 경기방어채권혼합,"8,840",-0.62,71,"1,189"
금강공업우,"11,910",-1.16,70,488
KB 인버스 2X KOSDAQ 150 선물 ETN,"13,950",-0.46,70,"68,605"
TIGER 200커뮤니케이션서비스,"18,340",-1.29,70,"1,327"
ACE 스마트로우볼,"13,915",-1.14,70,10
KODEX 200 중소형,"11,585",-1.24,70,864
HANARO 미국S&P500,"9,915",0,69,-
신한 인버스 2X S&P500 선물 ETN,"3,470",3.12,69,"44,338"
한양증권우,"13,210",-0.3,69,346
히어로즈 글로벌리츠이지스액티브,"9,210",-1.86,69,8
ACE 미국스팩&IPO INDXX,"5,745",-0.26,69,4
KODEX 모멘텀Plus,"9,845",0,69,-
신한 레버리지 10년 국채선물 ETN,"9,840",-0.35,69,2
ACE 미국30년국채선물레버리지(합성 H),"8,600",-2.55,69,"258,540"
파워 고배당저변동성,"28,665",-0.73,69,92
대원전선우,"2,620",-3.68,69,"3,528"
마이티 코스피100,"24,510",0,69,-
노루페인트우,"14,800",-0.87,69,248
TIGER 200커버드콜ATM,"8,560",-2,68,"21,430"
크라운해태홀딩스우,"11,370",-1.04,68,343
메리츠 STAR 50 ETN,"6,825",0,68,-
KOSEF 차이나A50커넥트인버스MSCI(합성 H),"9,100",0.44,68,107
ACE 스마트모멘텀,"13,530",-1.24,68,10
KODEX 경기소비재,"9,665",-0.87,68,238
금호건설우,"23,050",-3.35,67,990
깨끗한나라우,"18,380",-1.24,67,"4,607"
KBSTAR 유로스탁스50(H),"11,105",-2.67,67,"4,273"
ACE 코스닥(합성),"11,110",0,67,-
메리츠 레버리지 미국채10년 ETN(H),"6,645",-1.34,66,"23,472"
하이트진로홀딩스우,"14,070",0.57,66,209
KBSTAR 글로벌데이터센터리츠나스닥(합성),"10,165",-2.68,66,"1,361"
KBSTAR V&S셀렉트밸류,"13,215",-0.97,66,3
TRUE 인버스 2X 유로스탁스50 ETN(H),"2,195",3.29,66,"175,397"
ACE 일본TOPIX인버스(합성 H),"3,870",0.26,66,"2,235"
HANARO 글로벌신재생에너지MSCI(합성),"9,395",-0.48,66,"1,025"
KBSTAR 차이나항셍테크,"5,695",-1.56,65,"20,429"
TIGER 모멘텀,"21,820",-0.64,65,48
KB 레버리지 FANG 플러스 ETN(H),"13,030",-3.3,65,"3,019"
HANARO Fn5G산업,"10,775",-1.19,65,841
ACE Fn성장소비주도주,"6,415",-1.16,64,28
TIGER 코스닥150IT,"13,345",-0.07,64,255
HANARO 농업융복합산업,"11,625",-1.27,64,52
KBSTAR 수출주,"10,615",-1.12,64,14
대신 S&P 2X 천연가스 선물 ETN,"2,100",10.24,63,"163,547"
KODEX 국채선물3년인버스,"52,665",0,63,-
ARIRANG 심천차이넥스트(합성),"10,500",-0.38,63,188
ARIRANG 코스피,"25,130",-1.47,63,220
삼성 HSCEI ETN(H),"6,270",0,63,-
KBSTAR 5대그룹주,"6,190",-1.35,62,318
서울식품우,"2,780",-1.59,62,"1,505"
ARIRANG KS모멘텀가중TR,"12,365",-1.08,62,"11,226"
HANARO Fn친환경에너지,"8,805",-1.01,62,"2,383"
HANARO 고배당,"11,170",-0.67,61,318
TIGER 차이나항셍25,"13,590",0.37,61,"2,209"
SOL KRX기후변화솔루션,"10,165",0.35,61,445
KODEX MSCI모멘텀,"10,150",0,61,-
ARIRANG 신흥국MSCI인버스(합성 H),"11,695",1.3,61,48
KOSEF 릭소글로벌디지털경제MSCI,"7,560",0,60,-
KBSTAR KRX기후변화솔루션,"10,065",0.2,60,72
MASTER 테크미디어텔레콤액티브,"7,970",-1.24,60,853
ARIRANG K-유니콘투자기업액티브,"9,955",-0.99,60,30
KB 레버리지 KRX 2차전지 K-뉴딜 ETN,"5,930",-2.06,59,"2,416"
ACE 스마트하이베타,"11,825",-1.29,59,92
대신 인버스 철광석 선물 ETN(H) B,"5,905",2.96,59,"1,165"
HANARO Fn조선해운,"9,790",-1.56,59,"4,843"
삼성 레버리지 KRX 2차전지 K-뉴딜 ETN,"5,865",-1.1,59,"6,028"
KODEX 차이나메타버스액티브,"9,770",-0.31,59,215
계양전기우,"5,000",-3.47,58,"3,513"
HANARO 원자력iSelect,"9,725",-0.82,58,"2,945"
KBSTAR 200IT,"13,235",-1.71,58,"23,401"
ARIRANG 글로벌MSCI(합성 H),"14,900",-1.26,58,180
KB 레버리지 은 선물 ETN(H),"11,620",-7,58,251
KODEX 국채선물10년인버스,"53,515",0.67,58,718
신한 인버스 2X 금 선물 ETN,"5,755",3.04,58,"9,661"
미래에셋 S&P 2X 천연가스 선물 ETN(H),"2,290",9.83,57,"230,185"
현대비앤지스틸우,"52,200",0.77,57,44
TIGER 200 산업재,"6,220",-1.43,57,"11,965"
TIGER 200커버드콜5%OTM,"11,400",-1.64,57,"1,165"
KB KOSPI 200 선물 ETN,"8,140",-1.87,57,2
ACE 싱가포르리츠채권혼합모닝스타,"9,450",0.43,57,4
KB KOSDAQ 150 선물 ETN,"8,065",-1.53,56,2
KBSTAR 중소형고배당,"11,290",-0.88,56,252
ACE 베트남VN30선물블룸버그레버리지(H),"8,060",-4.16,56,"151,701"
ARIRANG 단기채권액티브,"107,665",0,56,-
SK네트웍스우,"48,700",-0.61,55,263
HANARO KRX기후변화솔루션,"10,060",0.05,55,159
ARIRANG 탄소효율그린뉴딜,"7,865",-1.07,55,14
메리츠 레버리지 KRX300 선물 ETN,"5,505",0,55,-
TRUE 인버스 나스닥 100 ETN,"5,495",2.23,55,"4,644"
노루홀딩스우,"22,500",-2.39,55,"1,271"
HK S&P코리아로우볼,"12,085",0,54,-
KBSTAR 미국장기국채선물(H),"9,060",-0.98,54,"2,797"
TIGER 200에너지화학레버리지,"10,870",-3.21,54,"1,323"
ACE 국채선물10년인버스,"108,335",0,54,-
TIGER 코스피대형주,"12,025",-1.27,54,"1,487"
ACE 필리핀MSCI(합성),"13,520",-0.18,54,152
ACE 차세대가치주액티브,"10,805",-0.64,54,4
흥국화재우,"7,030",-0.14,54,"4,371"
ARIRANG K리츠Fn,"7,710",-1.09,54,33
TIGER 라틴35,"3,855",-0.77,54,"1,150"
삼성 항셍테크 ETN(H),"5,385",-2.18,54,"1,087"
KODEX K-이노베이션액티브,"9,770",-1.06,54,59
HK 베스트일레븐액티브,"7,670",0,54,-
KBSTAR 200고배당커버드콜ATM,"7,640",-0.78,53,"3,073"
ARIRANG KS로우볼가중TR,"11,835",-1.13,53,"18,603"
WOORI 미국S&P우주항공&디펜스,"10,620",0,53,331
TIGER 200 경기소비재,"14,730",-1.8,53,53
ACE 국채선물3년인버스,"105,735",0,53,-
ARIRANG 스마트베타Quality채권혼합,"10,530",-0.47,53,12
CJ씨푸드1우,"26,300",-2.23,53,655
KBSTAR 우량업종,"10,520",-0.99,53,53
KOSEF 미국ETF산업STOXX,"10,505",-0.47,53,121
SOL 한국형글로벌플랫폼&메타버스액티브,"9,365",-1.52,52,"1,434"
KOSEF 코스닥150선물레버리지,"3,845",0.26,52,"25,925"
TIGER 지주회사,"9,505",-0.73,52,260
미래에셋 인버스 전기전자 Core5 ETN,"2,580",0.98,52,4
ARIRANG KS퀄리티가중TR,"12,805",-1.27,51,"8,146"
KOSEF 코스닥150선물인버스,"8,675",-0.12,51,"10,813"
TRUE 인버스 유로스탁스50 ETN(H) B,"5,105",1.79,51,"20,483"
KOSEF 200선물인버스,"6,295",1.37,51,"4,878"
TIGER 증권,"3,905",-1.51,51,"12,267"
유유제약2우B,"15,570",-0.13,51,90
KBSTAR Fn창업투자회사,"7,025",-0.99,51,315
HANARO 글로벌백신치료제MSCI,"10,090",-2.42,50,46
KBSTAR 헬스케어,"10,070",-1.66,50,"4,782"
HANARO 200선물인버스,"11,190",1.08,50,"1,391"
성문전자우,"8,350",-1.65,50,855
KBSTAR TDF2030액티브,"10,010",-0.55,50,5
KBSTAR 차이나H선물인버스(H),"12,505",0.6,50,697
삼성 KRX BBIG K-뉴딜 ETN,"4,995",-2.15,50,2
ACE Fn5G플러스,"7,125",-0.84,50,26
KBSTAR TDF2040액티브,"9,975",-0.65,50,111
KBSTAR TDF2050액티브,"9,965",-0.6,50,830
WOORI 미국S&P500,"9,720",0.62,49,104
히어로즈 리츠이지스액티브,"7,460",-0.47,48,177
KBSTAR 200중공업,"9,245",-1.44,48,"9,567"
ARIRANG 200동일가중,"9,490",-1.35,47,112
KODEX MSCI퀄리티,"7,895",-1.62,47,2
HANARO Fn골프테마,"6,750",-1.03,47,94
KBSTAR 모멘텀로우볼,"13,460",-1.17,47,"9,955"
KBSTAR 미국장기국채선물레버리지(합성 H),"7,210",-2.17,47,"11,975"
메리츠 블룸버그 2X 천연가스 선물 ETN(H),"2,310",10.53,46,"300,824"
SOL 차이나강소기업CSI500(합성 H),"5,125",0.29,46,"2,372"
MASTER 스마트커머스액티브,"7,680",-1.03,46,452
KODEX 멀티에셋하이인컴(H),"9,160",0,46,-
KBSTAR 모멘텀밸류,"13,045",-0.95,46,39
KODEX MSCI EM선물(H),"7,605",-2.06,46,"30,839"
ARIRANG 코스닥150,"11,395",0.22,46,19
ACE 차이나항셍테크,"5,680",-0.35,45,"25,367"
QV 인버스 레버리지 S&P500 ETN,"2,270",4.37,45,395
ARIRANG 코스닥150선물인버스,"7,505",0.07,45,"3,920"
TIGER 200 생활소비재,"8,770",-1.46,44,471
진흥기업우B,"5,100",0.79,44,592
ARIRANG 글로벌D램반도체iSelect,"10,845",-1.41,43,674
KBSTAR Fn플랫폼테마,"7,690",-0.32,43,323
KBSTAR Fn K-뉴딜디지털플러스,"8,595",-0.81,43,3
마이티 200커버드콜ATM레버리지,"7,075",0,42,-
미래에셋 인버스 원유선물혼합 ETN(H),"4,225",0,42,"2,639"
ARIRANG 중형주저변동50,"10,545",-0.71,42,15
ARIRANG 코스피중형주,"10,430",-0.95,42,37
HK 하이볼액티브,"7,505",-1.38,41,369
동양우,"6,560",0.61,41,14
ARIRANG 글로벌수소&차세대연료전지MV,"8,055",-2.13,40,"1,675"
동양2우B,"13,010",-0.46,40,526
진흥기업2우B,"13,610",-0.15,40,16
KBSTAR 코스닥150선물인버스,"5,010",0.3,40,"16,173"
KODEX 퀄리티Plus,"7,875",-1.38,39,2
TIGER 방송통신,"7,760",-0.39,39,"3,453"
HANARO 코스닥150선물레버리지,"7,750",0.13,39,"1,604"
KBSTAR 200금융,"8,380",-0.65,39,"10,445"
KBSTAR 팔라듐선물(H),"7,700",-3.63,39,"16,127"
HANARO 미국메타버스iSelect,"8,425",-2.03,38,"2,402"
TIGER 금속선물(H),"6,290",-2.48,38,"1,844"
ARIRANG 글로벌희토류전략자원기업MV,"8,250",-0.9,37,"2,753"
KODEX 골드선물인버스(H),"7,245",0.76,36,"1,939"
ACE 인버스,"6,000",1.44,36,"3,707"
TRUE 레버리지 HSCEI ETN(H),"3,595",-2.57,36,"17,757"
메리츠 천연가스 선물 ETN(H),"3,580",5.45,36,"62,031"
ARIRANG 국채선물3년,"52,410",-0.1,36,5
삼성 레버리지 HSCEI ETN(H),"3,160",-2.02,32,"1,148"
TIGER KRX BBIG K-뉴딜레버리지,"2,950",-3.28,31,"9,928"
흥국화재2우B,"19,710",0.46,30,792
KBSTAR 미국장기국채선물인버스(H),"10,080",2.23,30,44
KBSTAR 200경기소비재,"9,340",-0.8,30,5
KBSTAR 글로벌원자력iSelect,"9,755",0.67,29,562
ARIRANG 주도업종,"8,290",-1.37,29,48
KBSTAR 미국장기국채선물인버스2X(합성 H),"9,400",2.51,28,572
ARIRANG 글로벌인공지능산업MV,"9,230",-0.38,28,"8,763"
KBSTAR 팔라듐선물인버스(H),"5,300",2.81,27,"2,335"
신한 인버스 브렌트원유 선물 ETN(H),"2,550",0,26,35
하나 블룸버그 2X 천연가스 선물 ETN(H),"2,320",10.74,23,"236,758"
KBSTAR 200건설,"11,440",-0.65,23,47
ARIRANG 미국대체투자Top10MV,"11,420",-0.52,23,137
ARIRANG ESG우수기업,"9,120",-0.33,23,20
ARIRANG KRX300헬스케어,"7,780",-1.27,22,"1,537"
삼성 레버리지 KRX BBIG K-뉴딜 ETN,"2,165",-0.92,22,68
KB 레버리지 KRX BBIG K-뉴딜 ETN,"2,140",-3.17,21,318
ARIRANG TDF2060액티브,"10,195",-1.88,21,363
ARIRANG TDF2040액티브,"10,195",0.34,21,96
ARIRANG TDF2030액티브,"10,170",0.49,20,228
KBSTAR 200철강소재,"8,665",-0.74,19,451
KBSTAR 국채30년레버리지KAP(합성),"18,955",-1.56,19,"228,595"
ARIRANG TDF2050액티브,"10,155",0.3,18,46
KBSTAR 200커뮤니케이션서비스,"11,470",-1.5,16,"5,502"
KBSTAR 200생활소비재,"6,650",-1.48,15,153
KBSTAR 200에너지화학,"10,405",-1.65,15,46
KBSTAR 200산업재,"11,505",-0.95,12,"1,502"
QV 블룸버그 2X 천연가스 선물 ETN(H),"2,290",10.36,11,"16,826"
